Placeholder	Heritability_0.92_Rep_1
A131:81FENABXX:7:D4	0.999015885464778
A188:8042MABXX:3:D3	1.1908132509332
A214N:8042MABXX:3:E11	0.412222904611689
A239:8042MABXX:2:B2	1.23307982188296
A272:8042MABXX:2:B5	0.993475555742636
A3G:3:1:3:81FE8ABXX:4:E10	1.15378396003512
A441:5:8042MABXX:3:C4	0.973355794422893
A554:8042MABXX:2:C6	0.923392971551755
A556:8042MABXX:4:C8	0.303867273327623
A619:8042MABXX:2:D3	1.28166190954946
A632:8042MABXX:2:F4	1.17766257776385
A634:8042MABXX:4:C1	1.2557660615128
A635:8042MABXX:4:H9	0.982416523506801
A641:8042MABXX:3:G6	1.26300123420447
A654:8042MABXX:2:A12	1.01790554439155
A659:8042MABXX:2:D11	1.12656034074946
A661:8042MABXX:4:G3	0.827617397138611
A679:8042MABXX:3:B1	1.12361942558177
A680:8042MABXX:2:C2	1.25292971936367
