Trait	Heritability_0.5_Rep_1	Heritability_0.5_Rep_2	Heritability_0.5_Rep_3	Heritability_0.5_Rep_4	Heritability_0.5_Rep_5	Heritability_0.5_Rep_6	Heritability_0.5_Rep_7	Heritability_0.5_Rep_8	Heritability_0.5_Rep_9	Heritability_0.5_Rep_10	Heritability_0.5_Rep_11	Heritability_0.5_Rep_12	Heritability_0.5_Rep_13	Heritability_0.5_Rep_14	Heritability_0.5_Rep_15	Heritability_0.5_Rep_16	Heritability_0.5_Rep_17	Heritability_0.5_Rep_18	Heritability_0.5_Rep_19	Heritability_0.5_Rep_20	Heritability_0.5_Rep_21	Heritability_0.5_Rep_22	Heritability_0.5_Rep_23	Heritability_0.5_Rep_24	Heritability_0.5_Rep_25	Heritability_0.5_Rep_26	Heritability_0.5_Rep_27	Heritability_0.5_Rep_28	Heritability_0.5_Rep_29	Heritability_0.5_Rep_30	Heritability_0.5_Rep_31	Heritability_0.5_Rep_32	Heritability_0.5_Rep_33	Heritability_0.5_Rep_34	Heritability_0.5_Rep_35	Heritability_0.5_Rep_36	Heritability_0.5_Rep_37	Heritability_0.5_Rep_38	Heritability_0.5_Rep_39	Heritability_0.5_Rep_40	Heritability_0.5_Rep_41	Heritability_0.5_Rep_42	Heritability_0.5_Rep_43	Heritability_0.5_Rep_44	Heritability_0.5_Rep_45	Heritability_0.5_Rep_46	Heritability_0.5_Rep_47	Heritability_0.5_Rep_48	Heritability_0.5_Rep_49	Heritability_0.5_Rep_50	Heritability_0.5_Rep_51	Heritability_0.5_Rep_52	Heritability_0.5_Rep_53	Heritability_0.5_Rep_54	Heritability_0.5_Rep_55	Heritability_0.5_Rep_56	Heritability_0.5_Rep_57	Heritability_0.5_Rep_58	Heritability_0.5_Rep_59	Heritability_0.5_Rep_60	Heritability_0.5_Rep_61	Heritability_0.5_Rep_62	Heritability_0.5_Rep_63	Heritability_0.5_Rep_64	Heritability_0.5_Rep_65	Heritability_0.5_Rep_66	Heritability_0.5_Rep_67	Heritability_0.5_Rep_68	Heritability_0.5_Rep_69	Heritability_0.5_Rep_70	Heritability_0.5_Rep_71	Heritability_0.5_Rep_72	Heritability_0.5_Rep_73	Heritability_0.5_Rep_74	Heritability_0.5_Rep_75	Heritability_0.5_Rep_76	Heritability_0.5_Rep_77	Heritability_0.5_Rep_78	Heritability_0.5_Rep_79	Heritability_0.5_Rep_80	Heritability_0.5_Rep_81	Heritability_0.5_Rep_82	Heritability_0.5_Rep_83	Heritability_0.5_Rep_84	Heritability_0.5_Rep_85	Heritability_0.5_Rep_86	Heritability_0.5_Rep_87	Heritability_0.5_Rep_88	Heritability_0.5_Rep_89	Heritability_0.5_Rep_90	Heritability_0.5_Rep_91	Heritability_0.5_Rep_92	Heritability_0.5_Rep_93	Heritability_0.5_Rep_94	Heritability_0.5_Rep_95	Heritability_0.5_Rep_96	Heritability_0.5_Rep_97	Heritability_0.5_Rep_98	Heritability_0.5_Rep_99	Heritability_0.5_Rep_100
Z001E0001	0.370917135622183	1.08310681492275	0.471984700893919	-0.801644765749593	0.5435431594971	1.03149533934191	0.747159111451279	0.784098119928204	1.13978642733154	0.713370475985956	0.492252690521434	-0.0523085203062134	0.504358544966406	0.712410038598771	0.693908717219136	-0.827394621035078	0.541776841912559	0.800868249760026	-1.72028479295363	-0.385316852563104	0.260710441672011	-0.89202197965876	0.0721079421921034	-0.303133268895423	0.497783001518915	-0.527661524889722	-0.165590446893675	-1.0792874486979	-0.0861032158084935	-0.560208260559959	0.773697351456416	0.325873809867537	-0.604354901102206	-0.707700268230532	0.802089529016425	2.19888911965645	0.509650234274826	0.491957609295483	0.0387228737853293	0.642738567950276	0.394022540810342	0.223894811111034	-0.0323595573471836	0.613749112161755	0.77022608673624	-0.817499093546687	-1.11859004334953	0.851462399287611	0.775526844489936	0.776651575658801	1.41229977848332	1.4633807301429	1.07245811987302	0.576203562272432	-0.838379127660197	-0.2375577225782	1.61646307335199	0.647355633755291	0.591472085761638	0.569192390159757	0.964772794095795	0.141579244690461	0.60635694862644	-0.682135942902513	-0.484496297956186	-1.12809313431529	0.481652810618369	0.104140302429019	0.811860690484913	1.57763722694838	0.991424750331379	0.783120082694611	0.185653724733983	1.22771599897633	-0.101438905416288	-1.07425492209591	0.696658721862828	0.940614179733848	1.44276664784788	1.22893029491264	-0.157295237189432	-0.168451199320594	0.295987959470453	0.612509927037918	-0.937580244427172	-0.709878249491372	0.351564952066264	-0.174304789279932	-0.138240415160623	1.26822024899193	-0.222163865021064	1.17767413496293	0.396105917312696	1.74459665181596	-0.291586605195244	0.37410018631338	-0.405183382045629	0.575592599543303	-1.28089387809243	1.32428249381621
Z001E0002	1.41681361614102	2.30509313865221	0.928054756388046	0.420746248806111	2.52722702407529	0.909680130265443	1.54176654158013	2.24139492048222	0.817382158854135	1.86536813787054	0.820252142584298	1.56774019244536	0.500986064201012	1.90523575876721	1.09327421172919	1.20469939475009	1.57978006328469	2.34484249641642	-0.425222064758111	3.53670180379288	2.09232694082982	2.00068905653522	3.02630629644753	0.639013822435998	2.4451682956792	1.54939660180589	1.30096352145355	0.814029600338027	0.853644949101602	2.15306662456645	2.58773741002497	2.0603516815915	2.1527558586296	1.92978011119184	0.333289935087991	0.192830828387843	1.87539017082649	2.16628045669535	2.17196239477942	1.63869841910913	2.32480486003933	0.994979971350523	1.28332073096329	1.77446696549258	1.31852299065789	1.47580685250846	2.18923177724623	1.1680222526866	1.27365776208842	1.36196634482965	0.877039059947396	2.48507962324195	1.85971858152286	1.48716420388527	1.52861699572299	1.91458244515666	3.10124444198354	2.89583808051038	2.36950375469356	1.37522651035782	1.53870003420295	1.49841939341677	0.619164505820927	1.0402457248031	-0.126164253651218	1.36464540315817	0.0743608588081734	2.12554246627876	2.24515207331085	1.44292402368144	1.59815991365495	2.76646513237019	2.27235840717627	0.658311156488435	-0.0703853792506375	1.62784862201912	2.06891100908688	2.16078706202343	1.17384509218338	3.45724602118199	2.2580322877302	1.73347317023176	3.21318645728	-0.29745157265441	1.21465607168684	1.63941241576823	3.16350320095899	0.911762306254777	1.3388076026402	2.49315335115108	0.916018523689358	1.16142392643967	2.58577853107509	1.61247031512727	1.86549989978994	1.12778612484237	2.04460508330815	2.5203321921251	1.80739986467274	2.69153468614563
Z001E0003	2.37084559202485	2.13113769821214	0.841060675643992	1.87170363991733	-0.184439182808235	2.58736195322127	2.1243125607937	1.86408300045327	1.52233628969671	0.973845830352857	2.80274083571673	0.719434114248126	3.08056865405376	1.42410717026516	1.87748380485372	1.37669394304679	1.53050731861908	2.46671431742719	2.8677007914497	2.4405762046452	0.466224133311437	2.32787717486494	2.74697333034651	2.80855615841782	2.01808092172433	0.958384343967749	2.11395193775571	3.09813690701692	1.79877595584056	2.1707770733561	3.21514107837633	1.2914032462403	1.67002819262258	2.29246912628004	1.54062609413486	3.01214968595456	1.98086642832764	2.50408435893256	2.02297439605668	0.646331930573065	0.522312433508822	0.785030285663806	2.49753630629568	1.80217047474496	2.29335507359319	0.296715550445155	2.17737743112183	2.10490139375437	1.02567311196202	2.26416808999335	1.76775257838172	2.07666517548619	1.62735072058882	2.27888316273649	2.12630684924869	0.957344887493087	2.05255219373308	0.923338193141802	3.44243964339476	1.86935754281263	2.56393686260734	1.26353711071686	2.79060132478837	1.70457064105866	0.418045271651783	3.10199793054899	0.781506766437298	1.70251241937596	2.19557609040323	0.611125568206108	1.58377569135357	1.2836539340876	0.594534215916304	1.36503761026497	1.90403064688619	2.77708384563016	3.10630083426175	1.36162197244667	1.59580156755491	0.803844943067321	1.02016551392422	1.79486437436978	1.97496123413317	2.34850964782001	3.00498448605316	1.71136244641593	0.863219507090028	2.37245925554309	1.2635341272701	0.868971565759101	0.000275651564042079	2.10898233177621	2.49661102594541	1.21497308888595	1.06429965730089	0.499003171737736	2.16825506652811	1.66002599732464	0.323700890877638	0.988674663485553
Z001E0004	1.43032266366264	2.71669340224145	1.79183285028862	2.77635719288111	1.92795423152457	1.74099092813501	3.33606389321367	3.15800506843449	3.37097671721405	3.49272176839623	2.77840242677323	2.05721388141933	1.74819669918835	4.30012075066579	0.534353729917997	0.955315038044707	2.89796581619205	2.96391632455168	3.70528296809984	1.91014290238625	4.00125864158882	2.18899418274109	2.2513115748882	2.77867272793978	2.23493545001537	2.28703668751677	2.92138042263591	2.63189278077868	2.79388166213065	2.33600084719081	2.99355422201007	0.849645893514551	3.03821827319758	3.1615591578871	3.4720131408296	1.21975336967968	3.09181506670845	2.00108529423796	3.65596493779986	2.34841718523315	2.46928705711524	1.92172412047185	0.6558788917694	2.11817807243979	2.95418040890686	2.28801104901065	2.98072354291583	1.32060338092193	2.38710503243622	2.89800692546265	2.90657262566043	3.24276776841089	2.02757147367602	1.89395481084928	1.96151676531841	1.87963695620138	3.42006509160496	3.09424873332223	1.92671195816377	2.93670206341909	2.87090325796905	2.8708330915132	2.42089541653509	2.27881929014564	1.95533622903419	2.0619240343854	1.78080597978915	2.42520043196272	1.49126660357527	2.86627637046506	2.11668773143345	1.78182058142163	2.64177512929239	1.31465731288952	2.83083883623389	1.93836204016574	3.74324171927133	2.14305737934071	3.09803373301638	3.4197140464224	2.61260813125094	0.744976866159259	1.14137464878048	1.80359271320424	2.22945247109777	2.99056134188642	2.26975339353179	2.74539962232511	1.52779821717271	3.22365810081673	2.10580043218735	2.76770310699542	1.82563683112014	1.94307705538763	1.80600084796076	2.85330424894142	2.92359625010186	2.62873263547116	2.05034680428989	1.22304059166368
Z001E0005	2.13215289392412	3.34885781274992	2.81213760568963	2.17731490493066	3.666822495069	1.61234060265593	2.8096192155243	4.27390264218336	2.34819770691891	2.88736815144189	2.13955453846446	1.6865230693352	2.78977477800996	1.93852172220928	2.711552690844	1.69270170440499	2.0776228526145	2.64113689280883	1.22572658237933	2.85638055458449	2.33752422135087	2.15200396615852	2.86995642912885	1.90598908037646	3.46579490501197	1.19361284891834	1.08085535409355	3.14756067468358	3.21098566283297	4.16076164672211	1.51997516606765	2.30990202978788	2.64770632937611	2.13370184739029	1.07321218847346	1.25164086660483	3.07661216939757	2.75229265814018	3.35959715519175	1.09558445869196	2.99076443877204	2.62656878539628	1.91372300560778	1.81285571102988	1.98425664373899	2.43110062768324	2.75875016487322	2.05920620498388	1.72124185130401	2.72012698525349	1.1758756742574	2.47610799787803	3.08310853670972	2.68406487462055	2.88054921024538	2.04554050030821	2.72550906805987	1.75723889985591	1.73800271431032	2.67272900985729	1.63614705454821	2.85586583823423	1.52566191618905	1.86388988855201	3.810283642694	2.48391358569683	2.13923282780965	1.85595850844484	1.51753646221461	2.2182726089119	2.56961567628991	4.43006197677887	2.22056095093957	2.1853472396408	0.904010846173878	1.08309484111241	3.87366869948975	1.74724565372717	2.0998346713893	1.83575342937388	1.78158895960655	3.29105999531602	3.67299403046193	2.37491973021439	2.63093929263241	2.16285465767385	2.30591079690649	3.9643744102904	2.13645686643518	0.570302541936819	2.53653719514936	1.90163981547794	2.35720717237071	3.04248626144349	2.00806045062674	3.1598817169848	1.77709015409754	2.14694002552693	2.88694578365216	3.53368881377537
Z001E0006	3.38314623839527	2.19871661235883	3.18099683958042	2.52748764730845	3.1100455389747	4.17246807060928	3.03967082570154	3.85139417469064	3.56137724542233	3.58915612856543	3.04034892159769	2.69802982270538	3.64656663079759	3.16625424511678	4.03930762229967	3.28801725620613	4.31379203833361	3.05621389261721	3.18717978472355	3.9018370959192	4.35888476630787	2.41030314003851	3.90591986069937	2.41669350311732	3.4037709995728	4.39024261208989	3.69395619189196	3.21597450082231	3.93204969255989	4.05400981074256	2.30990868699993	3.29186394502212	2.65700411803206	4.78738423170307	1.75551635661828	3.17340277615819	4.3121536359238	3.15898292446999	2.86630445228234	3.47680208297846	3.27638424190458	2.57325068313637	4.68868593035241	4.11330151581171	2.08680227865737	3.85056546574346	3.09548754325987	2.62455459218667	4.36048274949962	2.45618927658059	2.18058341128787	4.58698548094697	3.94645062359214	3.78139899852361	3.84311229190052	3.97519405770668	2.76896574504856	3.8690832068763	3.71996003701485	2.82471007705864	4.28548794848413	4.34173893263178	3.21670847822825	3.85474843027206	4.90584943728115	3.03391827489394	3.03735183197994	2.96020571939743	4.46447859040696	2.94742436390572	2.70930111693029	3.67733417713053	3.50884979745727	2.60872690227612	3.73237475171177	3.03802920380644	2.40923614710366	2.66682148700755	4.28945322741256	4.08433228392019	3.8387340548506	3.69360085892329	5.43987967835265	3.55479349615882	3.01420056822781	2.71128662532557	3.36254356750944	3.13451036661036	4.13781569995186	3.53052936085727	2.93733771180161	2.39691953894981	4.20798449878119	3.07475948781476	3.81890541341045	4.73393942235568	2.57482066511111	3.61151653207904	3.87693250219827	4.07034451105328
Z001E0007	2.32435464537038	1.29216308599024	1.97216001910062	0.508194590008693	1.1099623260158	1.01975811478878	2.26950390233692	0.993511733724051	0.357269754773039	1.56732735012398	0.763271547100179	0.984158353180811	1.43211164500664	1.69619818405201	1.76753556505822	2.09381828899761	2.00908645097758	1.79542344060045	1.10367924033973	1.81913250514826	3.44053253022067	1.52650383563247	2.01563421988687	2.3311478160905	1.3016188120448	2.02409729157532	0.132410089353739	2.44125754135265	1.21966943708069	1.62325239473922	-0.181686457900071	2.32994307781973	1.23944779192889	2.13869253148939	1.85758855745293	0.848366133276684	1.33125111616484	1.50375878781573	0.995595136703428	0.891147997726868	1.33451168949834	2.50087725557949	-0.117140635822182	1.30091685477911	1.1436181469233	0.231426301416865	1.63304304845998	1.52644318132432	0.779748175372263	2.97641305720653	1.69592951301193	1.76699814341967	1.271625432402	2.33888964137533	0.851614776677405	1.38928350099411	1.73049165573603	1.8583242382607	1.65808816409566	1.19299506082242	1.32404481197552	1.19283055947402	1.67587241245884	2.47086191563941	2.41279841112516	1.96434368393026	2.47999248905099	1.30240740469902	1.88189598896126	1.68249431344838	1.96564223268011	2.0448911004893	0.434343332221408	1.5485186001178	2.60970238610908	1.6991973585525	0.470510564962449	0.980427288778746	2.46664001074086	2.37867788475238	0.9723105419791	1.79333570446699	2.373436087709	0.550523260137228	1.21525977272489	1.79728689073905	0.933617346854177	1.24910121136946	1.41190675316318	2.29734593189312	0.991253893078302	1.41249806569684	2.03393347171021	1.14091827656862	0.741547659081085	1.53255954369067	2.54070560880403	1.93061705795554	1.53788076430953	2.58391944512757
Z001E0008	2.07531870750043	1.79608561029513	0.765472217268307	1.75260212948874	0.529451540738869	0.686861691816976	1.23342377769198	0.768038219204098	0.941710150675422	-0.309904270784324	1.90667670364511	2.06046924536861	0.356511948286806	0.538280261838628	0.664735031866767	1.16308235444473	0.777309027879254	0.138816507767269	1.80729391324462	1.95232093556708	2.20825671748539	1.98314305122827	1.37404564479867	0.388937871960247	1.47647901231575	0.294051241171498	0.179585340219135	1.89193656810892	-0.819651135357187	1.45978398833819	1.0634396828708	0.662382613558525	2.44369311469058	-0.430949500852474	2.53963691879557	1.96408948459333	0.57959902693774	2.24500539861052	2.33389265249582	1.19304065043927	0.997137816026684	0.830158693470817	1.02162048395018	1.92754047491255	1.10579251349927	2.3499901416619	1.64701244925149	2.92900198466299	0.409469311929606	0.863168382227516	1.15399993405071	1.97733224326333	0.0615446885064699	1.40975302252472	2.30943228924566	0.866153522888119	1.49353388538847	0.864880661080981	1.42863958289613	1.06976009773402	1.56831129087739	0.17778015890222	1.08095404445377	1.36155394724639	1.19171849316369	0.529584440751125	0.807471841117159	0.895965675579428	-0.160202296514436	1.05700491165515	1.73619838565809	0.40978266810474	1.79801107002955	0.774903849635546	0.853567855491014	-0.558504571598329	1.93667667372058	1.74874402920905	0.680267005309706	1.04673185571578	0.120049308741429	1.75246553584512	1.98968376368811	0.00318268658758702	0.814444022729828	1.42213968944748	2.46288523393585	2.96496820608435	1.95534529444896	1.02186443480127	1.1131684410038	1.86272332736865	1.64828879304217	0.486110486534321	0.433786895686442	0.291698127610017	1.31678478851497	1.60540823742645	0.807591176956871	0.815554224285279
Z001E0009	3.1184467899672	1.95294342442009	0.964157196968916	2.12091035671624	2.34641579069069	2.31681744641244	2.40129723987617	3.49297129637913	1.13747558248489	1.23628511218208	1.15752424991433	1.25259805312139	1.95791198735509	-0.0940818020159175	1.10186818653622	2.20786721132173	1.67113435832742	3.45828225317127	2.24484820578655	1.51402712387174	2.52049782563026	1.32393741950973	1.31729830013752	2.11595870960844	1.17998734005936	1.30699715579696	2.01767316507212	3.29668064691257	0.770626768190945	2.95268979275256	2.24469744741807	2.92941330994762	2.19637186583447	1.31145499556694	2.49387158577895	2.59977496253651	1.35060903702341	2.02503933246025	2.05630188570182	1.82722488570666	1.99966635781006	1.73836264253754	1.4293125064037	1.41956772841669	2.01170634670682	3.21180612397504	1.97795381093298	3.67061823807931	1.93352420974338	2.77341047082998	1.87449942855441	2.2444651010352	2.53841717129494	0.957786117031797	2.38349446806559	1.55455714681342	1.80007814554393	3.48933842415343	2.56264154985917	1.20805372849289	1.94267241180386	2.21849740901173	2.28723816316212	0.925348599695276	1.93788730655644	2.28106854666105	0.866574964465114	1.22856551083836	2.08040288884204	1.00459335663989	1.57984450737582	1.04712150352553	0.0166336974679597	0.764295230638466	1.89683198062997	2.16629260544481	2.77781761678699	1.2387231747407	2.79873885314586	2.25028722901155	1.07445977664917	0.819852250790366	1.49874497614767	0.513150783613184	2.83705722309105	1.80542834553166	1.21636417046469	1.95943737819019	0.269133660044511	2.02156308428632	2.92640600691052	1.58711764147199	3.07200934548329	2.07280854233545	1.89606355042675	0.80242634739945	1.32034634007685	2.19521991992963	2.6352763414216	0.27927704438769
Z001E0010	0.0605163578994297	1.83981018340348	1.21570865813161	0.969177012191061	1.51697679319311	2.37009080451189	2.42662149677145	2.04592772608159	0.804503010866405	2.02727822346219	2.58120201790393	2.86793421954175	1.4607420352352	2.15936412691998	1.93323117463566	2.68964558597168	1.65390856857257	2.82576146149825	1.41801912385554	2.31400330021189	1.56606338040313	1.40649341312336	1.71824828744247	1.74616062158086	1.61948159736097	1.87551394141792	1.88561178072613	2.40095865260075	1.51795152356235	0.224856664851581	3.14473804282197	1.20570064954899	2.03261299417549	1.12978492005196	2.71109102182482	3.42489849235349	1.94032570969585	2.91093053447645	1.78335745053195	2.17245516750117	1.25038986435171	2.13094932728119	0.935736797862794	2.14408195476038	2.31767656800174	2.77744513933075	1.65221796324505	1.16669308333083	2.25810612672647	0.478198149482156	2.21347310267868	2.36663976959674	0.981072898848594	2.15872438138394	2.62557471533074	1.10906728455084	1.5710167074827	1.83045703198046	1.05772935007694	1.76225807854871	2.49114185512536	1.55780200546306	1.12403862928506	2.89522308867714	1.17691078139355	2.12311886755758	2.39663740344156	2.22755154820024	1.51569500408719	3.02546931120671	2.49915108450646	2.13919501577146	2.3265927294108	1.90138309391353	2.85187092199829	1.61498552660814	0.446769974835197	2.35758311917564	2.15018915620121	2.29386999589971	1.82317004037625	2.7497997676322	0.755536841670131	1.58990759796759	2.3530955864715	0.255490344087413	0.997314358108183	2.74565775864628	0.9150917348482	2.35654520667034	1.96438968392058	3.65729832415023	0.977470278886711	2.5773171458563	1.45874912680773	2.26122868370493	3.25694345343215	1.05179415066463	2.3625719752872	1.50885654041965
